,S1_TC_BC_Ambient.temperature,S1_TC_Drip_Tray.temperature,S1_TC_HS_AL_Plate.temperature,S1_TC_HS_E2_9.temperature,S1_TC_LOx_Tank.temperature,missionTime
138,61.25431927394789,-42.441336702766336,-43.43429779153325,-31.25609400432896,-14.66787551074692,-46.16750336
139,61.25375359700549,-42.438854782933774,-43.4339480272549,-31.2553459846066,-14.668110227985068,-46.06750107
140,61.25318782428967,-42.43637244289325,-43.433598203758784,-31.254597838238784,-14.668344984962634,-45.96750259
141,61.25262205157384,-42.43389010285273,-43.43324838026267,-31.25384969187097,-14.668579741940198,-45.86750031
142,61.25205613722127,-42.4314071413779,-43.432898469191,-31.2531013582106,-14.668814557687329,-45.76750183
143,61.25172962,-42.42997454,-43.43269658,-31.25266959,-14.66895004,-45.66750336
144,61.25172962,-42.42997454,-43.43269658,-31.25266959,-14.66895004,-45.56750107
145,61.25172962,-42.42997454,-43.43269658,-31.25266959,-14.66895004,-45.46750259
146,61.25172962,-42.42997454,-43.43269658,-31.25266959,-14.66895004,-45.36750031
147,61.25172962,-42.42997454,-43.43269658,-31.25266959,-14.66895004,-45.26750183
148,61.25153980710216,-42.42946363155229,-43.43264801017187,-31.25276135575001,-14.66929906057922,-45.16750336
149,61.251091059395705,-42.42825576318965,-43.4325331834176,-31.252978304494373,-14.670124200420693,-45.06750107
150,61.25064209658623,-42.427047315846586,-43.43241830162221,-31.25319535723109,-14.670949735785236,-44.96750259
151,61.250193331757146,-42.42583940139595,-43.432303470486566,-31.25341231425345,-14.671774907111132,-44.86750031
152,61.249744391421125,-42.42463101454338,-43.43218859444173,-31.25362935612529,-14.672600401152373,-44.76750183
153,61.24948531,-42.42393366,-43.4321223,-31.25375461,-14.67307679,-44.66750336
154,61.24948531,-42.42393366,-43.4321223,-31.25375461,-14.67307679,-44.56750107
155,61.24948531,-42.42393366,-43.4321223,-31.25375461,-14.67307679,-44.46750259
156,61.24948531,-42.42393366,-43.4321223,-31.25375461,-14.67307679,-44.36750031
157,61.24948531,-42.42393366,-43.4321223,-31.25375461,-14.67307679,-44.26750183
158,61.24957960851736,-42.42233540563578,-43.432134900582746,-31.254268703631123,-14.673301441355605,-44.16750336
159,61.24980266492229,-42.41855484913685,-43.43216470636087,-31.25548475538213,-14.67383283808533,-44.06750107
160,61.25002575430524,-42.41477373369741,-43.432194516545664,-31.25670098692165,-14.67436431337999,-43.96750259
161,61.25024889315522,-42.41099177984719,-43.432224333340464,-31.257917488143924,-14.674895906522046,-43.86750031
162,61.25047195221966,-42.40721117827242,-43.43225413947397,-31.25913355439401,-14.675427309587654,-43.76750183
163,61.25060075,-42.4050282,-43.43227135,-31.25983573,-14.67573415,-43.66750336
164,61.25060075,-42.4050282,-43.43227135,-31.25983573,-14.67573415,-43.56750107
165,61.25060075,-42.4050282,-43.43227135,-31.25983573,-14.67573415,-43.46750259
166,61.25060075,-42.4050282,-43.43227135,-31.25983573,-14.67573415,-43.36750031
167,61.25060075,-42.4050282,-43.43227135,-31.25983573,-14.67573415,-43.26750183
168,61.249732765594544,-42.40582233272807,-43.43233435205195,-31.258794490585707,-14.676026750888507,-43.16750336
169,61.24767940713714,-42.40770098301631,-43.43248339366537,-31.25633126919132,-14.676718945938651,-43.06750107
170,61.24562535836167,-42.40958026488753,-43.43263248538506,-31.25386721968713,-14.677411373697678,-42.96750259
171,61.24033338,-42.41442198,-43.4330166,-31.24751893,-14.67919532,-42.66750336
172,61.24033338,-42.41442198,-43.4330166,-31.24751893,-14.67919532,-42.56750107
173,61.24033338,-42.41442198,-43.4330166,-31.24751893,-14.67919532,-42.46750259
174,61.24033338,-42.41442198,-43.4330166,-31.24751893,-14.67919532,-42.36750031
175,61.24033338,-42.41442198,-43.4330166,-31.24751893,-14.67919532,-42.26750183
176,61.24065264839962,-42.41498772088179,-43.43295211139332,-31.247010938708613,-14.679810705222028,-42.16750336
177,61.24140780387162,-42.41632584993916,-43.43279957852668,-31.245809402935304,-14.681266256470971,-42.06750107
178,61.24216311060701,-42.41766424703397,-43.43264701510654,-31.244607626485237,-14.682722099277914,-41.96750259
179,61.24291854519599,-42.41900287068423,-43.43249442586143,-31.243405646605996,-14.684178188520786,-41.86750031
180,61.24367367005516,-42.42034094549592,-43.43234189917823,-31.24220415954108,-14.685633680763942,-41.76750183
181,61.24410973,-42.42111364,-43.43225382,-31.24151034,-14.68647418,-41.66750336
182,61.24410973,-42.42111364,-43.43225382,-31.24151034,-14.68647418,-41.56750107
183,61.24410973,-42.42111364,-43.43225382,-31.24151034,-14.68647418,-41.46750259
184,61.24410973,-42.42111364,-43.43225382,-31.24151034,-14.68647418,-41.36750031
185,61.24410973,-42.42111364,-43.43225382,-31.24151034,-14.68647418,-41.26750183
186,61.2439290888935,-42.41998662480309,-43.43223417840758,-31.24129035991349,-14.686675638624498,-41.16750336
187,61.24350173663721,-42.41732038511582,-43.432187711249576,-31.24076994134357,-14.687152239988398,-41.06750107
188,61.24307429471703,-42.414653586018005,-43.432141234342176,-31.240249413583296,-14.687628941349246,-40.96750259
189,61.242646929214935,-42.41198726369053,-43.43209476574392,-31.23972897888298,-14.688105557485423,-40.86750031
190,61.24221964930107,-42.40932147534587,-43.4320483064519,-31.23920864840981,-14.688582078169969,-40.76750183
191,61.24197293,-42.4077822,-43.43202148,-31.2389082,-14.68885723,-40.66750336
192,61.24221964930107,-42.40932147534587,-43.4320483064519,-31.23920864840981,-14.688582078169969,-40.76750183
193,61.24197293,-42.4077822,-43.43202148,-31.2389082,-14.68885723,-40.66750336
194,61.24197293,-42.4077822,-43.43202148,-31.2389082,-14.68885723,-40.56750107
195,61.24197293,-42.4077822,-43.43202148,-31.2389082,-14.68885723,-40.36750031
196,61.24197293,-42.4077822,-43.43202148,-31.2389082,-14.68885723,-40.26750183
197,61.24197293,-42.4077822,-43.43202148,-31.2389082,-14.68885723,-40.56750107
198,61.24197293,-42.4077822,-43.43202148,-31.2389082,-14.68885723,-40.46750259
199,61.242178506761626,-42.40663757316979,-43.43202110898366,-31.238882076730835,-14.689088403606762,-40.16750336
200,61.24266501198468,-42.403928770253735,-43.432020230959374,-31.23882025502106,-14.68963548473712,-40.06750107
